name,path,id.x,title,authoryearofbirth,authoryearofdeath,downloads,subjects,publisher,type,author_clean,Last,First,country_code,average_rating,publication_year,ratings_count,authors,text_reviews_count,average_rating_quant,PC1,num_tokens,choices,req_num,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,n,detect_fict,detect_juvenile,detect_stories,detect_drama,detect_history,rew_num,mean_word_length,perc_stop,lexical_diversity
PG5200_tokens.txt,./Data/Gutenberg-2018/SPGC-tokens-2018-07-18/PG5200_tokens.txt,PG5200,Metamorphosis,1883,1924,8821,psychological fiction metamorphosis fiction,Bantam Classics,Text,Franz Kafka,Kafka,Franz,US,3.82,1972,522615,",Franz Kafka:5223, Stanley Corngold:141558, Mircea Ivanescu:1151162,",10050,0.75,-21.08136,21916,Metamorphosis by Franz Kafka,11,0.009125752874612156,0.022175579485307538,0.0067986858915860555,0.01222850885198029,0.01583318123745209,0.030799415951816025,0.03522540609600292,0.01870779339295492,0.008121920058404819,0.025460850520167912,NA,1,0,0,0,0,11,5.704557091653866,0.5544351158970615,0.1162164628581858
PG28054_tokens.txt,./Data/Gutenberg-2018/SPGC-tokens-2018-07-18/PG28054_tokens.txt,PG28054,The Brothers Karamazov,1821,1881,7836,fathers and sons fiction didactic fiction russia social life and customs fiction brothers fiction,"Farrar, Straus and Giroux",Text,Fyodor Dostoyevsky,Dostoyevsky,Fyodor,US,4.32,2002,199707,",Fyodor Dostoyevsky:3137322, Fyodor Dostoyevsky:3137322, Richard Pevear:3357, Larissa Volokhonsky:3358,",7208,0.95,-15.72132,352925,The Brothers Karamazov by Fyodor Dostoyevsky,12,0.020293263441241056,0.025625841184387616,0.015193029680527024,0.02371608698732025,0.021423815258199336,0.041408231210597155,0.048619395055606716,0.02137564638379259,0.014804845222072678,0.03385421831833959,NA,1,0,0,0,0,12,5.650078523753435,0.5381228306297372,0.0332506906566551
PG120_tokens.txt,./Data/Gutenberg-2018/SPGC-tokens-2018-07-18/PG120_tokens.txt,PG120,Treasure Island,1850,1894,7807,sea stories pirates fiction treasure troves fiction treasure island imaginary place fiction,Kingfisher,Text,Robert Louis Stevenson,Stevenson,Robert Louis,US,3.83,2001,330326,",Robert Louis Stevenson:854076, David W. Whitehead:2350841, Ralph Cosham:105442, Grover Gardner:277654, Michael Prichard:361788, Otto Weith:4090549, Richard S. Hartmetz:6163579, <U+0639><U+0645><U+0631> <U+0623><U+0645><U+064A><U+0646>:18904449,",7163,0.75,-17.08991,67395,Treasure Island by Robert Louis Stevenson,13,0.01287929371615105,0.02368128199421322,0.010683285110171378,0.01789450255953706,0.016974553008383412,0.03480970398397507,0.04411306476741598,0.017731285703687216,0.011959344164997403,0.02696045700719638,NA,1,0,1,0,0,13,5.358390133073677,0.5428444246605831,0.08438311447436754
PG158_tokens.txt,./Data/Gutenberg-2018/SPGC-tokens-2018-07-18/PG158_tokens.txt,PG158,Emma,1775,1817,7791,female friendship fiction bildungsromans humorous stories fathers and daughters fiction love stories england fiction mate selection fiction young women fiction,Penguin Books,Text,Jane Austen,Austen,Jane,US,4.01,2003,578547,",Jane Austen:1265, Fiona Stafford:3487324,",12502,0.85,-20.02791,155780,Emma by Jane Austen,14,0.009288740531518808,0.029650789575041726,0.007959943510078315,0.014295801771729361,0.027140839645654127,0.027590191295416615,0.0588008730260624,0.01381435357555527,0.013589677750674028,0.03479907561946335,NA,1,0,1,0,0,14,6.022562592047128,0.564128899730389,0.04433816921299268
PG76_tokens.txt,./Data/Gutenberg-2018/SPGC-tokens-2018-07-18/PG76_tokens.txt,PG76,Adventures of Huckleberry Finn,1835,1910,7685,finn huckleberry fictitious character fiction male friendship fiction fugitive slaves fiction bildungsromans runaway children fiction missouri fiction humorous stories boys fiction mississippi river fiction adventure stories race relations fiction,Penguin Classics,Text,Mark Twain,Twain,Mark,US,3.82,2002,1078841,",Mark Twain:1244, Guy Cardwell:2022, John Seelye:22653, Walter Trier:35675,",11787,0.75,-25.68909,112163,Adventures of Huckleberry Finn by Mark Twain,15,0.01286509040333797,0.022030241432188583,0.009958632003138262,0.015111800577725473,0.01643129702934988,0.026773296244784424,0.03281801647587461,0.014246995470917585,0.011518847402018473,0.02088905531186477,NA,1,0,1,0,0,15,4.904838132544869,0.5265949859134839,0.055249456153489536
PG1232_tokens.txt,./Data/Gutenberg-2018/SPGC-tokens-2018-07-18/PG1232_tokens.txt,PG1232,The Prince,1469,1527,7492,political science philosophy early works to political ethics early works to state the early works to,Dante University of America Press,Text,Niccol<f2> Machiavelli,Machiavelli,Niccol<f2>,US,3.82,2003,203897,",Niccol<U+FFFD> Machiavelli:16201, Rufus Goodwin:260074, Benjamin Martinez:807652,",4506,0.75,-15.0618,49333,The Prince by Niccol<f2> Machiavelli,17,0.018344718545395575,0.022054203068939654,0.010581152575355239,0.02556098352015892,0.0171284941114467,0.0355542942857722,0.05596659436888087,0.01605416252812519,0.009283846512476436,0.029878580260677436,NA,0,0,0,0,0,16,5.705194770075312,0.4417788445209279,0.10904932806503108
PG4300_tokens.txt,./Data/Gutenberg-2018/SPGC-tokens-2018-07-18/PG4300_tokens.txt,PG4300,Ulysses,1882,1941,7338,male friendship fiction jewish men fiction epic literature artists fiction alienation social psychology fiction domestic fiction married people fiction dublin ireland fiction city and town life fiction psychological fiction,Vintage,Text,James Joyce,Joyce,James,US,3.73,1990,94152,",James Joyce:5144, Morris L. Ernst:2779610, John M. Woolsey:5939039,",4486,0.75,-13.48537,264981,Ulysses by James Joyce,18,0.014389710960408482,0.026398119110426787,0.01326132817069903,0.018582464403108147,0.02466214558779686,0.0358554009532759,0.053090598948603865,0.018118280178578843,0.01177820296549564,0.03325144066933101,NA,1,0,0,0,0,17,5.736759154517839,0.5672808271917281,0.057479925200747996
PG1400_tokens.txt,./Data/Gutenberg-2018/SPGC-tokens-2018-07-18/PG1400_tokens.txt,PG1400,Great Expectations,1812,1870,7025,young men fiction bildungsromans ex convicts fiction revenge fiction man woman relationships fiction england fiction benefactors fiction orphans fiction,Oxford University Press,Text,Charles Dickens,Dickens,Charles,US,3.78,1998,570992,",Charles Dickens:239579, Marisa Sestino:14146678,",11182,0.75,-18.57561,181820,Great Expectations by Charles Dickens,19,0.011670883291167089,0.02093279067209328,0.00986140138598614,0.016076339236607635,0.016582334176658234,0.03034869651303487,0.03983060169398306,0.015207347926520735,0.00970190298097019,0.024502254977450226,NA,1,0,0,0,0,18,5.496101143159967,0.4896995335091125,0.07281314287369976
PG45_tokens.txt,./Data/Gutenberg-2018/SPGC-tokens-2018-07-18/PG45_tokens.txt,PG45,Anne of Green Gables,1874,1942,6911,islands fiction bildungsromans prince edward island history th century fiction country life prince edward island fiction shirley anne fictitious character fiction friendship fiction canada history fiction girls fiction orphans fiction,Signet Book,Text,L. M.  Montgomery,Montgomery,L. M.,US,4.26,2003,652877,L.M. Montgomery:5350,14933,0.95,-19.46163,103538,Anne of Green Gables by L. M.  Montgomery,20,0.011647784892649147,0.028665526999488114,0.010083157071248515,0.015549696249722326,0.027448594249509847,0.028926298303054886,0.04815576739199722,0.01837954780324322,0.014332763499744057,0.028472363070920135,NA,1,0,0,0,1,19,5.830748781568453,0.537334084968995,0.08924819351201763
PG2500_tokens.txt,./Data/Gutenberg-2018/SPGC-tokens-2018-07-18/PG2500_tokens.txt,PG2500,Siddhartha,1877,1962,5689,india fiction buddhism fiction gautama buddha fiction religious fiction buddhist philosophy fiction,Bantam Books,Text,Hermann Hesse,Hesse,Hermann,US,4.03,1981,483241,",Hermann Hesse:1113469, Hilda Rosner:8463,",11491,0.85,-15.32337,39026,Siddhartha by Hermann Hesse,21,0.0137856813406447,0.029595654179265105,0.01178701378568134,0.015502485522472197,0.029954389381438015,0.03566852867319223,0.05273407471941782,0.019243581202275407,0.013631937682570594,0.03085122738687029,NA,1,0,0,0,0,20,5.745693033671919,0.48086728338675655,0.09912640547408282
PG1322_tokens.txt,./Data/Gutenberg-2018/SPGC-tokens-2018-07-18/PG1322_tokens.txt,PG1322,Leaves of Grass,1819,1892,5664,american poetry th century,Simon  Schuster,Text,Walt Whitman,Whitman,Walt,US,4.12,2006,72879,Walt Whitman:1438,1450,0.85,-10.47275,120422,Leaves of Grass by Walt Whitman,22,0.01687399312417997,0.03233628406769527,0.011609174403348226,0.021026058361428974,0.030775107538489645,0.03592366843267841,0.06074471442095298,0.01953961900649383,0.015121821594060886,0.03173838667353141,NA,0,0,0,0,0,21,6.186283029191207,0.5675955262584138,0.046741414581874016
PG1497_tokens.txt,./Data/Gutenberg-2018/SPGC-tokens-2018-07-18/PG1497_tokens.txt,PG1497,The Republic,-428,-348,5648,utopias early works to classical literature justice early works to political science early works to,Penguin Classics,Text,Plato,Plato,NA,US,3.94,2003,144745,",Plato:879, Desmond Lee:473421, Maria Helena da Rocha Pereira:2871411, Benjamin Jowett:13395658,",2168,0.75,-11.24747,215569,The Republic by Plato,23,0.01681132259276612,0.021343514141643743,0.0098529937050318,0.019195709958296416,0.021315680826092805,0.03365047850108318,0.057907213003725026,0.015878906521809722,0.011161159535925853,0.03352522858110396,NA,0,0,0,0,0,22,5.467693971343606,0.5343167082817516,0.10298159843890975
PG16_tokens.txt,./Data/Gutenberg-2018/SPGC-tokens-2018-07-18/PG16_tokens.txt,PG16,Peter Pan,1860,1937,5359,fantasy literature pirates fiction fairies fiction never never land imaginary place fiction peter pan fictitious character fiction,Henry Holt and Co.,Text,J. M.  Barrie,Barrie,J. M.,US,4.07,2003,224295,",J.M. Barrie:5255014, Michael Hague:13290,",5954,0.85,-11.72213,47658,Peter Pan by J. M.  Barrie,24,0.013785434020856501,0.023059652951173966,0.012799261419668898,0.017394406093287733,0.02108730774879876,0.03732768207473929,0.03885939696594557,0.01848549067332508,0.010659057051134098,0.02446547346776055,NA,1,0,0,0,0,23,5.758065860775323,0.5340480907431147,0.15386707065998523
PG43_tokens.txt,./Data/Gutenberg-2018/SPGC-tokens-2018-07-18/PG43_tokens.txt,PG43,The Strange Case of Dr. Jekyll and Mr. Hyde,1850,1894,5317,physicians fiction science fiction london england fiction horror tales self experimentation in medicine fiction psychological fiction multiple personality fiction,Signet Classics,Text,Robert Louis Stevenson,Stevenson,Robert Louis,US,3.81,2003,307705,",Robert Louis Stevenson:854076, Vladimir Nabokov:5152, Mervyn Peake:22018, Dan Chaon:16560,",7316,0.75,-12.56888,25742,The Strange Case of Dr. Jekyll and Mr. Hyde by Robert Louis Stevenson,25,0.01953929223478227,0.022413860078467934,0.015732432117468827,0.02859029639125199,0.016082041720079245,0.042885444586877985,0.0452550207823486,0.02101542166802626,0.0122751816027658,0.02796876820883347,NA,1,0,0,0,0,24,6.00193124758594,0.5242703580069212,0.1408140140262763
PG35_tokens.txt,./Data/Gutenberg-2018/SPGC-tokens-2018-07-18/PG35_tokens.txt,PG35,The Time Machine,1866,1946,5130,dystopias fiction time travel fiction science fiction,Signet Classics,Text,H. G.  Wells,Wells,H. G.,US,3.89,2002,357914,",H.G. Wells:880695, Greg Bear:16024, Carlo Pagetti:4417406,",7215,0.75,-12.86013,32652,The Time Machine by H. G.  Wells,26,0.013076899519186598,0.027868802254004225,0.009156892169172818,0.021896916056717605,0.019814412152022787,0.03616819281536153,0.0429363305056197,0.019140660888739166,0.011576271705509449,0.02676630018681285,NA,1,0,0,0,0,25,5.850408801857273,0.5452584228403562,0.12778848801982925
PG244_tokens.txt,./Data/Gutenberg-2018/SPGC-tokens-2018-07-18/PG244_tokens.txt,PG244,A Study in Scarlet,1859,1930,4860,detective and mystery stories holmes sherlock fictitious character fiction england fiction private investigators england fiction,Digireads.com,Text,Arthur Conan Doyle,Doyle,Arthur Conan,US,4.16,2005,278886,Arthur Conan Doyle:2448,6901,0.85,-11.53487,43572,A Study in Scarlet by Arthur Conan Doyle,27,0.01487193610575599,0.023684935279537318,0.011268704672725604,0.02122922978059304,0.017832553015698156,0.03603231433030386,0.04273386578536675,0.018360414945377764,0.014550628844211879,0.026278343890571928,NA,1,0,1,0,0,26,5.965716582760667,0.5371003757000071,0.08007549443538668
PG768_tokens.txt,./Data/Gutenberg-2018/SPGC-tokens-2018-07-18/PG768_tokens.txt,PG768,Wuthering Heights,1818,1848,4793,yorkshire england fiction rural families fiction revenge fiction domestic fiction love stories foundlings fiction rejection psychology fiction triangles interpersonal relations fiction heathcliff fictitious character bront eb fiction psychological fiction,Norton,Text,Emily Bront<eb>,Bront<eb>,Emily,US,3.86,2002,1159484,",Emily Bront<U+FFFD>:4191, Richard J. Dunn:183563, David Timson:187168, Charlotte Bront<U+FFFD>:1036615, Robert Heindel:8183260,",22475,0.75,-21.71193,112856,Wuthering Heights by Emily Bront<eb>,28,0.01895335648968597,0.02282554760048203,0.014416601687105693,0.02376479761820373,0.020007797547316936,0.04508400085064153,0.04480045367548026,0.02280782590203445,0.012263415325724817,0.02465088254058269,NA,1,0,1,0,0,27,5.769900273903065,0.5401609648163007,0.04468597271865198
PG2554_tokens.txt,./Data/Gutenberg-2018/SPGC-tokens-2018-07-18/PG2554_tokens.txt,PG2554,Crime and Punishment,1821,1881,4665,detective and mystery stories russia fiction psychological fiction saint petersburg russia fiction,Penguin,Text,Fyodor Dostoyevsky,Dostoyevsky,Fyodor,US,4.22,2002,507078,",Fyodor Dostoyevsky:3137322, David McDuff:10837,",11015,0.95,-13.90242,205635,Crime and Punishment by Fyodor Dostoyevsky,29,0.01681620346730858,0.023070002674641963,0.012979307997179468,0.02076008461594573,0.01676757361344129,0.040275244972888855,0.040430860505264184,0.02044885355119508,0.013032800836433487,0.027208403238748267,NA,1,0,1,0,0,28,6.272481927710843,0.5613849666018432,0.05251543079394606
PG161_tokens.txt,./Data/Gutenberg-2018/SPGC-tokens-2018-07-18/PG161_tokens.txt,PG161,Sense and Sensibility,1775,1817,4472,regency fiction gentry england fiction domestic fiction social classes fiction sisters fiction love stories england fiction inheritance and succession fiction england social life and customs th century fiction young women fiction mate selection fiction,Penguin Books,Text,Jane Austen,Austen,Jane,US,4.07,2003,879296,",Jane Austen:1265, Tony Tanner:43605, Ros Ballaster:9321,",10944,0.85,-17.91741,118270,Sense and Sensibility by Jane Austen,30,0.011000253656886784,0.031005326794622475,0.00972351399340492,0.01534624165046081,0.02812209351483893,0.033778642090132746,0.06239113891942166,0.017350131056058173,0.013122516276316902,0.03536822524731546,NA,1,0,1,0,0,29,5.293673695893451,0.5436588330632091,0.0723257698541329
PG55_tokens.txt,./Data/Gutenberg-2018/SPGC-tokens-2018-07-18/PG55_tokens.txt,PG55,The Wonderful Wizard of Oz,1856,1919,4219,toto fictitious character juvenile fiction fantasy literature tin woodman fictitious character juvenile fiction courage juvenile fiction scarecrow fictitious character from baum juvenile fiction oz imaginary place juvenile fiction good and evil juvenile fiction cowardly lion fictitious character juvenile fiction home juvenile fiction cyclones juvenile fiction gale dorothy fictitious character juvenile fiction wizard of oz fictitious character juvenile fiction dreams juvenile fiction witches juvenile fiction,Penguin,Text,L. Frank  Baum,Baum,L. Frank,US,3.99,1995,310846,",L. Frank Baum:3242, W.W. Denslow:5804248,",7643,0.75,-10.7756,39488,The Wonderful Wizard of Oz by L. Frank  Baum,31,0.015169165316045381,0.02150020259319287,0.012054294975688816,0.03195907617504052,0.021728119935170178,0.03621353322528363,0.05188918152350081,0.015042544570502431,0.012206239870340356,0.023146272285251214,NA,1,1,0,0,0,30,5.401377842169066,0.5012608201967175,0.10310707386489316
PG2814_tokens.txt,./Data/Gutenberg-2018/SPGC-tokens-2018-07-18/PG2814_tokens.txt,PG2814,Dubliners,1882,1941,4195,short stories dublin ireland fiction,Oxford University Press,Text,James Joyce,Joyce,James,US,3.85,2001,94721,",James Joyce:5144, Jeri Johnson:621651,",3409,0.75,-8.156826,67813,Dubliners by James Joyce,32,0.010381490274726086,0.0209989235102414,0.007933582056537831,0.012888384233111646,0.019819208706295253,0.02801822659372097,0.04227802928642001,0.01499712444516538,0.011738162299264153,0.02587999351156858,NA,1,0,1,0,0,31,5.991861537626824,0.5434481050284865,0.12291305424820412
PG23_tokens.txt,./Data/Gutenberg-2018/SPGC-tokens-2018-07-18/PG23_tokens.txt,PG23,"Narrative of the Life of Frederick Douglass, an American Slave",1818,1895,4193,slaves united states biography douglass frederick abolitionists united states biography african american abolitionists biography,Modern Library,Text,Frederick Douglass,Douglass,Frederick,US,4.02,2004,1017,",Frederick Douglass:18943, Harriet Ann Jacobs:4369397, Kwame Anthony Appiah:14612,",92,0.85,-7.091915,40370,"Narrative of the Life of Frederick Douglass, an American Slave by Frederick Douglass",33,0.025588308149616053,0.027594748575675006,0.016893732970027248,0.03083973247460986,0.021798365122615803,0.047015110230369084,0.05672529105771613,0.02766906118404756,0.010106514738667327,0.033539757245479314,NA,0,0,0,0,0,32,6.35964642989467,0.5533527503806183,0.04513517858324902
PG3207_tokens.txt,./Data/Gutenberg-2018/SPGC-tokens-2018-07-18/PG3207_tokens.txt,PG3207,Leviathan,1588,1679,3861,state the early works to political science early works to,Penguin Books,Text,Thomas Hobbes,Hobbes,Thomas,US,3.7,1981,33463,",Thomas Hobbes:10122, Crawford Brough Macpherson:197338,",504,0.75,-6.829255,211498,Leviathan by Thomas Hobbes,35,0.014841747912509811,0.02517281487295388,0.007985891119537774,0.02332409762740073,0.020080568137760168,0.02988207926316088,0.05396268522633784,0.01029324154365526,0.007985891119537774,0.04256305024160985,NA,0,0,0,0,0,33,5.804520917678812,0.5359204727906262,0.03507213700907549
PG36_tokens.txt,./Data/Gutenberg-2018/SPGC-tokens-2018-07-18/PG36_tokens.txt,PG36,The War of the Worlds,1866,1946,3801,life on other planets fiction science fiction mars planet fiction space warfare fiction war stories martians fiction imaginary wars and battles fiction,Modern Library,Text,H. G.  Wells,Wells,H. G.,US,3.82,2002,203941,",H.G. Wells:880695, Arthur C. Clarke:7779,",4818,0.75,-8.762541,60504,The War of the Worlds by H. G.  Wells,36,0.016940748698454675,0.019915709445500373,0.010098338980249566,0.024014544252541112,0.014048425749938021,0.04229402528716635,0.03550119824807867,0.02087430790843732,0.01147012643583175,0.022113874886373026,NA,1,0,1,0,0,34,6.2993655009591265,0.5384269601699995,0.09826731324579088
PG1399_tokens.txt,./Data/Gutenberg-2018/SPGC-tokens-2018-07-18/PG1399_tokens.txt,PG1399,Anna Karenina,1828,1910,3571,love stories russia fiction married women fiction didactic fiction adultery fiction,Vintage,Text,Leo Tolstoy,Tolstoy,Leo,US,4.05,2012,450618,",Leo Tolstoy:128382, Aylmer Maude:72230, Louise Maude:235013, George Gibian:209966,",8729,0.85,-11.32929,351276,Anna Karenina by Leo Tolstoy,37,0.014475796809346497,0.024860793222423395,0.01106537309693802,0.016795909768956604,0.022176294423757955,0.03258975848051105,0.05018845580113643,0.01742789145856819,0.011637572734829594,0.028564433664696704,NA,1,0,1,0,0,35,5.488325281803543,0.5147015727263847,0.05707509795621547
PG20203_tokens.txt,./Data/Gutenberg-2018/SPGC-tokens-2018-07-18/PG20203_tokens.txt,PG20203,Autobiography of Benjamin Franklin,1706,1790,3447,statesmen united states biography franklin benjamin,Touchstone,Text,Benjamin Franklin,Franklin,Benjamin,US,3.83,2004,51859,",Benjamin Franklin:289513, Lewis Gaston Leary:532523,",1989,0.75,-6.370801,73412,Autobiography of Benjamin Franklin by Benjamin Franklin,38,0.010924644472293358,0.028265133765596907,0.006415844821010189,0.013131368168691766,0.02118182313518226,0.025990301313136815,0.05748379011605732,0.010747561706532991,0.011292431755026425,0.03835885141393778,NA,0,0,0,0,0,36,6.383991399530884,0.5322941902454633,0.15820267861224116
